pickup_year,pickup_month,pickup_day,pickup_time,trip_distance,pickup_location,dropoff_location,fare_amount,extra,mta_tax,tolls_amount,improvement_surcharge,tip_amount,total_amount,payment_type
2016,1,1,0,1.8,40.75979996,1,40.74298859,1,9.5,0.5,2,0.5,0,-73.98935699
2016,2,1,0,0.66,40.73326111,1,40.73119354,2,4.5,0.5,0,0.5,0,-74.00133514
2016,1,1,0,1.3,40.75932312,1,40.75030136,2,7.5,0.5,0,0.5,0,-73.99487305
2016,2,1,0,8.11,40.73500061,1,40.81040955,1,25,0.5,5.26,0.5,0,-73.94193268
2016,9,4,0,3.02,107,50,11.5,0.5,0.5,0,0.3,0,12.8,2
2016,1,1,0,7.85,40.74325562,1,40.76462936,1,22.5,0.5,5.87,0.5,5.54,-73.91187286
2016,11,15,0,0.57,161,48,4,0.5,0.5,0,0.3,1.59,6.89,1
2016,2,1,0,8.1,40.75923157,1,40.85145187,1,28.5,0.5,5,0.5,0,-73.94001007
2016,7,10,0,0.9,114,249,6,0,0.5,0,0.3,0,6.8,2
2016,9,4,0,7.24,249,41,25,0.5,0.5,0,0.3,5.26,31.56,1
2016,2,1,0,2.18,40.75267029,1,40.75349426,2,15.5,0.5,0,0.5,0,-73.99421692
2016,9,4,0,1.68,226,83,8,0.5,0.5,0,0.3,0,9.3,2
2016,2,1,0,1.8,40.74407959,1,40.76584244,2,7,0.5,0,0.5,0,-73.99464417
2016,11,1,0,1.82,234,148,11,0.5,0.5,0,0.3,0,12.3,2
2016,1,29,0,0.51,40.74981308,1,40.7560997,1,7.5,0.5,0,0,0,-73.97008514
2016,7,17,0,2.85,231,100,9.5,0.5,0.5,0,0.3,2,12.8,1
2016,7,17,0,1.2,238,41,6.5,0.5,0.5,0,0.3,0,7.8,1
2016,2,1,0,10.7,40.77396011,1,40.71646118,1,30.5,0.5,6.36,0.5,0,-74.01435852
2016,7,17,0,1.13,114,107,6,0.5,0.5,0,0.3,0.73,8.03,1
2016,2,1,0,2.01,40.7062912,1,40.73075867,1,9,0.5,2.06,0.5,0,-73.98882294
2016,2,1,0,3.6,40.71747208,1,40.75882721,1,13,0.5,1,0.5,0,-73.98854828
2016,2,1,0,4.63,40.73231125,1,40.7714119,1,16,0.5,0,0.5,0,-73.95070648
2016,7,10,0,0.9,48,161,6.5,0,0.5,0,0.3,0,7.3,2
2016,1,29,0,2.01,40.79672623,1,40.77848053,1,10.5,0.5,1.11,0,0,-73.95339966
2016,9,4,0,0.9,148,144,6.5,0.5,0.5,0,0.3,1.55,9.35,1
2016,11,1,0,11.26,261,244,34,0.5,0.5,0,0.3,0,35.3,2
2016,7,17,0,3.3,43,41,11,0.5,0.5,0,0.3,2.46,14.76,1
2016,1,1,0,4.59,40.7845192,1,40.73197174,2,19,0.5,0,0.5,0,-73.9881897
2016,11,15,0,3.81,161,145,14,0.5,0.5,0,0.3,3.06,18.36,1
2016,11,15,0,2.5,100,107,10,0.5,0.5,0,0.3,2.25,13.55,1
2016,9,4,0,1,158,234,6.5,0.5,0.5,0,0.3,0,7.8,2
2016,2,1,0,8.61,40.77398682,1,40.77669144,2,26.5,0.5,0,0.5,5.54,-73.95557404
2016,7,10,0,2.79,141,100,12,0,0.5,0,0.3,0,12.8,2
2016,7,10,0,1.23,226,7,6.5,0,0.5,0,0.3,2.19,9.49,1
2016,9,4,0,6.9,48,87,23,0.5,0.5,0,0.3,4.86,29.16,1
2016,2,1,0,10.43,40.77000809,1,40.70248795,1,30,0.5,5,0.5,0,-73.98284149
2016,1,29,0,0.34,40.77048874,1,40.76816177,2,3.5,0.5,0,0,0,-73.96286011
2016,7,10,0,2.21,161,43,9,0,0.5,0,0.3,1.96,11.76,1
2016,7,17,0,2.3,170,158,11,0.5,0.5,0,0.3,0,12.3,2
2016,9,4,0,0.5,68,48,4.5,0.5,0.5,0,0.3,1.15,6.95,1
2016,11,1,0,0.68,140,237,6.5,1,0.5,0,0.3,1.24,9.54,1
2016,9,4,0,0.85,211,114,5,0.5,0.5,0,0.3,0,6.3,2
2016,7,10,0,1.3,79,234,8,0,0.5,0,0.3,1.75,10.55,1
2016,11,1,0,1.58,79,170,7.5,0.5,0.5,0,0.3,0,8.8,2
2016,7,10,0,1.9,151,142,7.5,0,0.5,0,0.3,0,8.3,1
2016,1,29,0,0.6,40.75483322,1,40.75853348,1,5.5,0.5,1.25,0,0,-73.9769516
2016,11,1,0,1.65,79,45,9.5,0.5,0.5,0,0.3,1,11.8,1
2016,7,10,0,0.87,261,87,6,0,0.5,0,0.3,1,7.8,1
2016,9,4,0,6.2,48,129,21,0.5,0.5,0,0.3,2.5,24.8,1
2016,2,1,0,18.53,40.64148331,2,40.73815918,2,52,0.5,0,0,5.54,-73.99610901
2016,1,1,0,0.44,40.7720108,1,40.76977158,1,4,0.5,1.06,0.5,0,-73.99504089
2016,1,1,0,4.75,40.71899033,1,40.65733337,2,16.5,0.5,0,0,0,-73.96224213
2016,1,1,0,0.01,40.72153854,1,40.72169876,2,2.5,0.5,0,0.5,0,-73.98896027
2016,1,1,0,4.9,40.74716568,1,40.71749115,1,19,0.5,1.7,0.5,0,-73.95803833
2016,2,1,0,2.35,40.76156998,1,40.77524948,1,8.5,0.5,1.96,0.5,0,-73.95968628
2016,11,1,0,0.4,162,164,5.5,1,0.5,0,0.3,0,7.3,1
2016,1,29,0,7.33,40.68285751,1,40.74979782,1,23.5,0.5,6.08,0,0,-73.97223663
2016,1,29,0,1.4,40.78488159,1,40.76570892,1,11.5,0.5,2,0,0,-73.98188782
2016,11,1,0,2.5,236,170,9.5,0.5,0.5,0,0.3,0,10.8,2
2016,7,17,0,10.7,79,67,34,0.5,0.5,0,0.3,0,35.3,2
2016,7,10,0,2.47,113,161,10.5,0,0.5,0,0.3,2.26,13.56,1
2016,11,15,0,4.7,261,189,17.5,0.5,0.5,0,0.3,2.2,21,1
2016,7,10,0,1.71,113,161,7,0,0.5,0,0.3,1.2,9,1
2016,2,1,0,6.85,40.7312851,5,40.77497864,1,40,0.5,0,0,12.5,-74.02028656
2016,7,10,0,1.06,246,68,6,0,0.5,0,0.3,0,6.8,2
2016,7,17,0,2.1,246,230,8.5,0.5,0.5,0,0.3,1.95,11.75,1
2016,1,1,0,1.3,40.6885643,1,40.67192841,1,7.5,0.5,1.75,0.5,0,-73.96269226
2016,2,1,0,2.42,40.73808289,1,40.70926285,2,9.5,0.5,0,0.5,0,-74.00218964
2016,1,1,0,1.33,40.75837708,1,40.74510574,2,7,0.5,0,0.5,0,-73.9764328
2016,7,10,0,2.3,142,236,9.5,0,0.5,0,0.3,2.05,12.35,1
2016,2,1,0,3.56,40.76112366,1,40.75491333,2,13,0.5,0,0.5,0,-73.91458893
2016,2,19,0,18.86,40.64863586,2,40.72195816,2,52,0.5,0,0,5.54,-73.98731232
2016,1,1,0,1.53,0,1,0,2,15,0.5,0,0.5,0,0
2016,11,1,0,7.8,62,216,24.5,0.5,0.5,0,0.3,0,25.8,2
2016,1,1,0,10.1,40.76217651,1,40.66745377,2,33,0.5,0,0.5,0,-73.96108246
2016,7,10,0,1.62,186,246,9,0,0.5,0,0.3,0,9.8,2
2016,7,10,0,1.93,224,186,9.5,0,0.5,0,0.3,0,10.3,2
2016,9,4,0,3.83,158,65,15.5,0.5,0.5,0,0.3,0,16.8,1
2016,7,10,0,1.1,79,232,6.5,0,0.5,0,0.3,0,7.3,2
2016,1,29,0,4.48,40.79478073,1,40.84856033,1,13.5,0.5,2,0,0,-73.9387207
2016,2,1,0,10.67,40.77397156,1,40.75875092,2,29.5,0.5,0,0.5,5.54,-73.97511292
2016,1,29,0,2.06,40.79513168,1,40.80463028,2,9.5,0.5,0,0,0,-73.93946075
2016,1,29,0,3.49,40.70991135,1,40.73992157,1,17,0.5,1,0,0,-73.99156189
2016,9,4,0,3.92,234,163,24,0.5,0.5,0,0.3,5.06,30.36,1
2016,11,15,0,4.4,186,33,14.5,0.5,0.5,0,0.3,3.15,18.95,1
2016,2,1,0,13.51,40.77420044,1,40.66342926,2,37.5,0.5,0,0.5,0,-73.98451996
2016,2,1,0,2.52,40.72127151,1,40.75105667,1,10,0.5,2.26,0.5,0,-73.98452759
2016,1,1,0,0.13,40.75455856,1,40.75611877,2,3,0.5,0,0.5,0,-73.99060059
2016,9,4,0,0.93,162,164,5.5,0.5,0.5,0,0.3,0,6.8,2
2016,7,10,0,11.2,138,230,35,0,0.5,5.54,0.3,6,47.34,1
2016,11,1,0,2.2,100,79,10,0.5,0.5,0,0.3,1,12.3,1
2016,7,10,0,1.15,162,186,7,0,0.5,0,0.3,0,7.8,2
2016,1,1,0,0.76,40.82948303,1,40.83986664,2,4.5,0.5,0,0.5,0,-73.93864441
2016,1,1,0,8.78,40.72460175,1,40.75529099,2,27,0.5,0,0.5,0,-73.86997986
2016,2,19,0,1.15,40.74281311,1,40.74114609,1,6,0.5,1.82,0.5,0,-74.00535583
2016,7,10,0,0.82,249,113,6,0,0.5,0,0.3,1.36,8.16,1
2016,11,1,0,4.1,68,87,16,0.5,0.5,0,0.3,2.1,19.4,1
2016,1,1,0,2.7,40.76023483,1,40.7358551,1,13,0.5,4.25,0.5,0,-74.00152588
2016,9,4,0,2.2,168,147,11,0.5,0.5,0,0.3,0,12.3,2
2016,7,10,0,1.65,137,249,8.5,0,0.5,0,0.3,1.86,11.16,1
2016,1,1,0,0.71,40.7342186,1,40.72902679,2,5,0.5,0,0.5,0,-73.9992218
2016,7,10,0,0.62,263,236,4,0,0.5,0,0.3,0.96,5.76,1
2016,1,29,0,0.78,40.75381088,1,40.7470932,2,4.5,0.5,0,0,0,-73.98554993
2016,2,1,0,2.8,40.73480988,1,40.76448059,1,10.5,0.5,2.36,0.5,0,-73.99178314
2016,9,4,0,1.73,158,107,8.5,0.5,0.5,0,0.3,0,9.8,1
2016,2,1,0,8.7,40.64458847,4,40.61621094,2,29.5,0.5,0,0.5,0,-73.72240448
2016,7,17,0,2.86,231,256,11,0.5,0.5,0,0.3,0,12.3,2
2016,9,4,0,0.7,237,141,5,0.5,0.5,0,0.3,1.26,7.56,1
2016,2,1,0,1.65,40.73516846,1,40.71683884,1,8,0.5,2.79,0.5,0,-74.00383759
2016,11,1,0,20.3,170,206,58,0.5,0.5,11.08,0.3,14.05,84.43,1
2016,9,4,0,5.91,238,79,19.5,0.5,0.5,0,0.3,3,23.8,1
2016,1,29,0,1.4,40.74432373,1,40.76055527,1,9,0.5,1,0,0,-73.97976685
2016,2,1,0,11.4,40.77005768,1,40.7340889,1,33.5,0.5,6.95,0.5,0,-74.00439453
2016,1,29,0,1.1,40.76068878,1,40.76766586,2,8,0.5,0,0,0,-73.98075104
2016,9,4,0,0.7,107,224,5,0.5,0.5,0,0.3,0,6.3,2
2016,1,1,0,0.97,40.7439003,1,40.74531937,2,6,0.5,0,0.5,0,-73.98887634
2016,2,1,0,4.56,40.74312592,1,40.71370316,1,17,0.5,3.66,0.5,0,-73.9516449
2016,7,10,0,2.28,142,170,9.5,0,0.5,0,0.3,0,10.3,2
2016,1,29,0,0.32,40.77873993,1,40.77465057,1,4,0.5,0.96,0,0,-73.96115875
2016,1,1,0,0.1,40.77317429,1,40.77203751,3,3,0.5,0,0.5,0,-73.95623016
2016,2,19,0,3.8,40.72836304,1,40.69197845,1,15,0.5,3.25,0.5,0,-73.97166443
2016,7,17,0,10,181,56,29.5,0.5,0.5,0,0.3,0,30.8,2
2016,11,1,0,0.5,158,249,4.5,0.5,0.5,0,0.3,1.7,7.5,1
2016,1,1,0,0.35,40.74343872,1,40.74606323,1,4,0.5,1.59,0.5,0,-73.99642181
2016,11,1,0,2.65,79,68,12,0.5,0.5,0,0.3,0,13.3,2
2016,1,1,0,0.72,40.7207489,1,40.72790527,1,5.5,0.5,1.36,0.5,0,-73.99918365
2016,7,10,0,0.7,231,231,5.5,0,0.5,0,0.3,0,6.3,2
2016,2,1,0,2,40.74079514,1,40.7450676,1,10,0.5,2.25,0.5,0,-73.98087311
2016,1,1,0,1.89,40.74452972,1,40.76285172,1,8.5,0.5,1,0.5,0,-73.96546173
2016,11,15,0,7.9,163,82,26,0.5,0.5,0,0.3,5.45,32.75,1
2016,7,10,0,3.97,75,48,15,0,0.5,0,0.3,3.16,18.96,1
2016,11,15,0,4.8,230,7,18,0.5,0.5,0,0.3,3.85,23.15,1
2016,9,4,0,1,230,164,6,0.5,0.5,0,0.3,0,7.3,2
2016,2,1,0,10.7,40.64638901,1,40.72571182,1,30,0.5,9.39,0.5,0,-73.70932007
2016,2,1,0,1.3,40.76594162,1,40.75122833,1,6.5,0.5,1.55,0.5,0,-73.9916687
2016,2,1,0,0.9,0,1,0,1,5.5,0.5,1.7,0.5,0,0
2016,7,17,0,2.4,79,65,10.5,0.5,0.5,0,0.3,2.36,14.16,1
2016,11,15,0,1.05,129,173,5.5,0.5,0.5,0,0.3,0,6.8,1
2016,7,10,0,6.33,236,148,21,0,0.5,0,0.3,4.36,26.16,1
2016,9,4,0,1.2,148,209,7,0.5,0.5,0,0.3,1,9.3,1
2016,11,15,0,2.9,163,145,16.5,0.5,0.5,0,0.3,0,17.8,4
2016,7,10,0,0.76,142,43,5,0,0.5,0,0.3,0,5.8,2
2016,1,1,0,0.94,40.72647858,1,40.72204971,2,5,0.5,0,0.5,0,-74.00308228
2016,7,17,0,1.5,144,107,7.5,0.5,0.5,0,0.3,1.76,10.56,1
2016,1,29,0,0.5,40.79436111,1,40.79618835,2,4.5,0.5,0,0,0,-73.93535614
2016,7,17,0,4.1,237,260,13.5,0.5,0.5,0,0.3,3,17.8,1
2016,9,4,0,0.9,255,112,5,0.5,0.5,0,0.3,0,6.3,2
2016,1,1,0,0.7,40.74491501,1,40.7385025,1,5.5,0.5,1.2,0.5,0,-73.99201202
2016,11,1,0,0.4,249,249,3.5,0.5,0.5,0,0.3,0,4.8,2
2016,1,1,0,3.2,40.76063919,1,40.74345016,1,14.5,0.5,3.15,0.5,0,-73.97289276
2016,9,4,0,1.1,114,148,8.5,0.5,0.5,0,0.3,1.95,11.75,1
2016,9,4,0,3.2,238,42,13,0.5,0.5,0,0.3,0,14.3,1
2016,7,10,0,5.03,13,142,19,0,0.5,0,0.3,0,19.8,2
2016,11,1,0,4.17,79,142,16,0.5,0.5,0,0.3,0,17.3,1
2016,2,1,0,0,0,5,40.74697876,1,60,0.5,8,0,0,-73.99668121
2016,11,1,0,0.79,144,148,7,0.5,0.5,0,0.3,1.66,9.96,1
2016,11,1,0,1.76,114,68,13,0.5,0.5,0,0.3,2.86,17.16,1
2016,7,17,0,2.5,48,249,10.5,0.5,0.5,0,0.3,2.36,14.16,1
2016,1,29,0,1.8,40.74690247,1,40.76579285,1,10.5,0.5,2.8,0,0,-73.98306274
2016,2,1,0,8.83,40.77017975,1,40.79700851,1,26.5,0.5,6.67,0.5,5.54,-73.96092987
2016,7,17,0,4.9,246,151,17,0.5,0.5,0,0.3,2,20.3,1
2016,1,1,0,0.8,40.74050903,1,40.73464584,1,4.5,0.5,1.45,0.5,0,-73.98852539
2016,2,1,0,1.13,40.75535965,1,40.76749039,2,6,0.5,0,0.5,0,-73.98458862
2016,11,1,0,1,211,148,7,0.5,0.5,0,0.3,0,8.3,1
2016,11,1,0,2.64,239,48,11,0.5,0.5,0,0.3,2.46,14.76,1
2016,2,1,0,2.52,40.75454712,1,40.74222565,2,10.5,0.5,0,0.5,0,-74.00426483
2016,11,1,0,8.1,100,173,30,0.5,0.5,0,0.3,0,31.3,2
2016,11,1,0,3.8,13,100,14,0.5,0.5,0,0.3,0,15.3,2
2016,1,1,0,13,40.75770187,1,40.8620491,2,36.5,0.5,0,0.5,0,-73.90930939
2016,2,1,0,2.52,40.72322083,1,40.69565201,1,10.5,0.5,2.36,0.5,0,-73.9845047
2016,7,10,0,3.7,230,231,15,0,0.5,0,0.3,0,15.8,2
2016,9,4,0,1.01,79,79,6,0.5,0.5,0,0.3,1.46,8.76,1
2016,9,4,0,1.76,239,151,7.5,0.5,0.5,0,0.3,0,8.8,2
2016,2,19,0,1.64,40.76440048,1,40.77732086,1,8,0.5,1.86,0.5,0,-73.97846222
2016,9,4,0,1.9,48,239,7.5,0.5,0.5,0,0.3,3,11.8,1
2016,11,1,0,1.29,230,229,7.5,0.5,0.5,0,0.3,1.76,10.56,1
2016,9,4,0,0.7,97,97,5,0.5,0.5,0,0.3,1.25,7.55,1
2016,7,10,0,0.72,151,151,5,0,0.5,0,0.3,1.16,6.96,1
2016,2,1,0,2.76,40.76110077,1,40.79230118,1,10.5,0.5,2.36,0.5,0,-73.97518921
2016,11,1,0,2.7,249,48,12,0.5,0.5,0,0.3,16.7,30,1
2016,1,1,0,1.22,40.77168655,1,40.7624855,2,7.5,0.5,0,0.5,0,-73.97445679
2016,7,10,0,1.34,186,158,6.5,0,0.5,0,0.3,0,7.3,2
2016,9,4,0,8.6,107,244,27.5,0.5,0.5,0,0.3,5.75,34.55,1
2016,11,1,0,0.24,100,100,3.5,0.5,0.5,0,0.3,0,4.8,2
2016,9,4,0,4.15,263,226,13.5,0.5,0.5,0,0.3,0,14.8,1
2016,1,1,0,1.32,40.7961998,1,40.78731155,2,6.5,0.5,0,0.5,0,-73.95005035
2016,9,4,0,0.7,114,148,5.5,0.5,0.5,0,0.3,1.35,8.15,1
2016,7,10,0,0.5,263,236,4.5,1,0.5,0,0.3,2.7,9,1
2016,7,17,0,1.9,148,234,9,0.5,0.5,0,0.3,0,10.3,2
2016,7,10,0,4.7,66,186,16,0,0.5,0,0.3,4.2,21,1
2016,7,10,0,2.6,148,186,10.5,0,0.5,0,0.3,1,12.3,1
2016,2,1,0,0.94,40.76478958,1,40.77584076,1,5,0.5,0.94,0.5,0,-73.98314667
2016,7,17,0,0.8,82,56,5,0.5,0.5,0,0.3,0,6.3,2
2016,1,1,0,7.45,40.71998978,1,40.78987122,2,26,0.5,0,0.5,0,-73.966362
2016,7,10,0,2.94,263,143,11.5,0,0.5,0,0.3,2.46,14.76,1
2016,2,1,0,1.14,40.75264359,1,40.7431221,2,6.5,0.5,0,0.5,0,-73.9932785
2016,11,15,0,5.8,163,116,19.5,0.5,0.5,0,0.3,3,23.8,1
2016,7,10,0,2.46,161,158,11,0,0.5,0,0.3,2.36,14.16,1
2016,7,17,0,3.4,234,142,13.5,0.5,0.5,0,0.3,1.5,16.3,1
2016,11,1,0,1.2,164,233,6.5,0.5,0.5,0,0.3,0,7.8,2
2016,1,1,0,0.83,40.74510574,1,40.74930954,2,7,0.5,0,0.5,0,-73.99221039
2016,9,4,0,1.45,186,114,7.5,0.5,0.5,0,0.3,1.76,10.56,1
2016,9,4,0,3.04,48,114,11,0.5,0.5,0,0.3,2.46,14.76,1
2016,2,1,0,1.5,40.73086548,1,40.72032928,4,8.5,0.5,0,0.5,0,-74.01084137
2016,9,4,0,2.7,45,170,12.5,0.5,0.5,0,0.3,2.75,16.55,1
2016,9,4,0,6.89,100,168,22,0.5,0.5,0,0.3,0,23.3,2
2016,9,4,0,1.4,68,79,9,0.5,0.5,0,0.3,2.05,12.35,1
2016,1,1,0,3.86,40.76459122,1,40.80475998,1,13,0.5,2.86,0.5,0,-73.95410156
2016,2,1,0,18.69,40.64671326,2,40.74198151,1,52,0.5,11.67,0,5.54,-74.00201416
2016,7,10,0,0.78,229,161,5.5,0,0.5,0,0.3,0,6.3,2
2016,11,1,0,1.71,68,107,9,0.5,0.5,0,0.3,0.5,10.8,1
2016,7,17,0,1.3,114,79,7,0.5,0.5,0,0.3,1.65,9.95,1
2016,7,10,0,1.07,144,231,5.5,0,0.5,0,0.3,0,6.3,2
2016,11,1,0,1.15,163,186,7,0.5,0.5,0,0.3,0,8.3,2
2016,9,4,0,1.03,148,113,6.5,0.5,0.5,0,0.3,1.56,9.36,1
2016,1,1,0,8.8,40.7336998,1,40.75072479,1,26,0.5,5.45,0.5,0,-73.89214325
2016,7,10,0,7,181,256,24,0,0.5,0,0.3,2.5,27.3,1
2016,11,1,0,1.3,249,114,14.5,0.5,0.5,0,0.3,0,15.8,2
2016,7,10,0,8.8,138,48,27.5,0,0.5,5.54,0.3,0,33.84,2
2016,1,1,0,1.1,40.75666046,1,40.75371552,2,11.5,0.5,0,0.5,0,-73.98148346
2016,1,29,0,0.81,40.746521,1,40.75553131,1,5.5,0.5,1.58,0,0,-73.96790314
2016,2,1,0,1.45,40.762146,1,40.74620819,1,6.5,0.5,1.56,0.5,0,-73.99060822
2016,2,19,0,17.5,40.71299744,1,40.64531708,1,48.5,0.5,12.32,0,0,-73.77643585
2016,2,19,0,4.28,40.73934174,1,40.70833206,1,19.5,0.5,2,0.5,0,-73.96846008
2016,11,1,0,0.46,230,48,3.5,0.5,0.5,0,0.3,0.96,5.76,1
2016,1,1,0,2.9,0,1,0,2,12,0.5,0,0.5,0,0
2016,9,4,0,0.6,79,148,7.5,0.5,0.5,0,0.3,1.75,10.55,1
2016,1,1,0,4.3,40.71897888,1,40.6743927,1,15,0.5,3.25,0.5,0,-73.95662689
2016,9,4,0,1.5,161,236,6.5,0.5,0.5,0,0.3,1.55,9.35,1
2016,11,15,0,3.96,90,66,13.5,0.5,0.5,0,0.3,1.48,16.28,1
2016,9,4,0,0.5,164,170,4.5,0.5,0.5,0,0.3,1.16,6.96,1
2016,9,4,0,0.1,100,100,20.5,0.5,0,0,0.3,0,21.3,3
2016,9,4,0,0.92,164,107,5.5,0.5,0.5,0,0.3,1.2,8,1
2016,11,15,0,1.1,163,141,6.5,0.5,0.5,0,0.3,1,8.8,1
2016,1,1,0,1.89,40.75260162,1,40.77605057,1,7.5,0.5,1,0.5,0,-73.95585632
2016,9,4,0,1,246,50,5.5,0.5,0.5,0,0.3,0,6.8,3
2016,1,1,0,2,40.69787216,1,40.69827652,1,9.5,0.5,2.7,0.5,0,-73.96121216
2016,7,10,0,1.44,186,158,7.5,0,0.5,0,0.3,1.66,9.96,1
2016,2,1,0,1.12,40.76227188,1,40.75022507,1,6.5,0.5,0.5,0.5,0,-73.99111938
